상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,PARIS_ID,DISTANCE
MA010120220800638588,황제찹쌀꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41190,부천시,41190800,성곡동,4119012100,고강동,4119012100103980005,1,대지,398,5,경기도 부천시 고강동 398-5,411904358033,경기도 부천시 고리울로64번길,36,,4119910500103980005021299,,경기도 부천시 고리울로64번길 36,421804,14409,,1,,126.82225768913,37.5255360983327,579,566.1058534553104
MA010120220801997527,빵뚜르과자점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190830,오정동,4119012000,원종동,4119012000102960001,1,대지,296,1,경기도 부천시 원종동 296-1,411904358205,경기도 부천시 성지로101번길,21,,4119910400102960001029308,태산상가,경기도 부천시 성지로101번길 21,421820,14414,,,,126.810068291333,37.5279908644808,579,561.4321048845014
MA010120220801999290,빵고을제과점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190800,성곡동,4119012100,고강동,4119012100103900003,1,대지,390,3,경기도 부천시 고강동 390-3,411904358030,경기도 부천시 고리울로51번길,7,,4119910500103900003001783,,경기도 부천시 고리울로51번길 7,421804,14408,,,,126.821670125471,37.5276476696608,579,462.908156994636
MA010120220802037179,록시엔빵집,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190800,성곡동,4119012100,고강동,4119012100103100003,1,대지,310,3,경기도 부천시 고강동 310-3,411904358206,경기도 부천시 성지로102번길,38,,4119910500103100003009491,,경기도 부천시 성지로102번길 38,421801,14416,,,,126.8133594507,37.5280600225209,579,273.68767746624155
MA010120220802053768,뚜레쥬르부천고강점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190800,성곡동,4119012100,고강동,4119012100104730001,1,대지,473,1,경기도 부천시 고강동 473-1,411903184012,경기도 부천시 역곡로,479,,4119910500104730001003799,,경기도 부천시 역곡로 479,421801,14416,,1,,126.815849697208,37.5272650778727,579,66.47976366889084
MA010120220802675796,역전꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",41,경기도,41190,부천시,41190830,오정동,4119012000,원종동,4119012000102990002,1,대지,299,2,경기도 부천시 원종동 299-2,411904358205,경기도 부천시 성지로101번길,38,,4119910400102990002019315,,경기도 부천시 성지로101번길 38,421820,14414,,,,126.809194563364,37.5281532537694,579,639.6399925041222
MA010120220803090752,헨젤과그레텔,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190800,성곡동,4119012100,고강동,4119012100104160001,1,대지,416,1,경기도 부천시 고강동 416-1,411904358034,경기도 부천시 고리울로74번길,31,4,4119910500104160001001827,,경기도 부천시 고리울로74번길 31-4,421802,14409,,1,,126.823945359994,37.5254087513655,579,709.022511970797
MA010120220803938413,빵이가득한집,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190800,성곡동,4119012100,고강동,4119012100103980012,1,대지,398,12,경기도 부천시 고강동 398-12,411904358031,경기도 부천시 고리울로52번길,19,14,4119910500103980012011469,,경기도 부천시 고리울로52번길 19-14,421804,14409,,1,,126.822137066938,37.5260124440082,579,536.1707420022148
MA010120220803875402,어니스트,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100100990005,1,대지,99,5,경기도 화성시 영천동 99-5,415902348100,경기도 화성시 동탄대로,677,12,4159013100100990005000001,,경기도 화성시 동탄대로 677-12,445130,18468,,1,,127.10014341872,37.2149275337131,581,826.1378226722209
MA010120220807887065,아임브레드,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100106810002,1,대지,681,2,경기도 화성시 영천동 681-2,415902348101,경기도 화성시 동탄순환대로,706,,4159013100200270056000002,,경기도 화성시 동탄순환대로 706,445130,18466,,,,127.110581320887,37.2078065524426,581,981.8639172452858
MA010120220808460505,매일제과,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100106860002,1,대지,686,2,경기도 화성시 영천동 686-2,415904852413,경기도 화성시 지산1길,21,3,4159013100200270052000001,,경기도 화성시 지산1길 21-3,445130,18466,,1,,127.111616212152,37.2079404728666,581,982.5461834826924
MA010120220810126683,앤티앤스농협동탄유통,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100106030001,1,대지,603,1,경기도 화성시 영천동 603-1,415904852384,경기도 화성시 동탄순환대로27길,30,,4159042025106030001000002,,경기도 화성시 동탄순환대로27길 30,445130,18472,,1,,127.105642519041,37.2081748638502,581,986.6086558550422
MA010120220812754734,오보름달,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100100990005,1,대지,99,5,경기도 화성시 영천동 99-5,415902348100,경기도 화성시 동탄대로,677,12,4159013100100990005000001,,경기도 화성시 동탄대로 677-12,445130,18468,,1,,127.10014341872,37.2149275337131,581,826.1378226722209
MA010120220812786190,디저트39동탄테크노밸리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100100950000,1,대지,95,,경기도 화성시 영천동 95,415902348100,경기도 화성시 동탄대로,700,,4159013100100950000000002,,경기도 화성시 동탄대로 700,445130,18463,,1,,127.102785619403,37.2144429596108,581,618.7560652350415
MA010120220812970647,앤티앤스프레즐,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41463,용인시 기흥구,41463540,기흥동,4146310800,고매동,4146310800108890000,1,대지,889,,경기도 용인시 기흥구 고매동 889,414633352016,경기도 용인시 기흥구 신고매로,59,,4146310800102710000000001,,경기도 용인시 기흥구 신고매로 59,446901,17086,,,,127.114240641126,37.223405036099,581,879.3482426288125
MA010120220813490962,오르,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100106850003,1,대지,685,3,경기도 화성시 영천동 685-3,415904852413,경기도 화성시 지산1길,25,1,4159042026200400003000001,,경기도 화성시 지산1길 25-1,445130,18466,,1,,127.11157808666,37.2083096396646,581,941.741167417144
MA010120220813605183,던킨도너츠동탄샹보르줌,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100100950000,1,대지,95,,경기도 화성시 영천동 95,415902348100,경기도 화성시 동탄대로,700,,4159013100100950000000002,,경기도 화성시 동탄대로 700,445130,18463,,1,,127.102785619403,37.2144429596108,581,618.7560652350415
MA010120220813894058,빵드씨엘,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100105140005,1,대지,514,5,경기도 화성시 영천동 514-5,415903350553,경기도 화성시 동탄영천로,108,10,4159013100105140005000001,동탄2LH2단지,경기도 화성시 동탄영천로 108-10,445130,18463,,1,,127.104097840068,37.2120920022421,581,674.9952774157484
MA0101202303A0107276,미스터마카롱,기흥점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41463,용인시 기흥구,41463540,기흥동,4146310800,고매동,4146310800108890000,1,대지,889,,경기도 용인시 기흥구 고매동 889,414633352016,경기도 용인시 기흥구 신고매로,59,,4146310800102710000000001,,경기도 용인시 기흥구 신고매로 59,446901,17086,,3,,127.114240641126,37.223405036099,581,879.3482426288125
MA010120220801961883,까레몽과자점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190830,오정동,4119011700,오정동,4119011700105780003,1,대지,578,3,경기도 부천시 오정동 578-3,411904358326,경기도 부천시 오정로212번길,11,,4119910100105780003038988,,경기도 부천시 오정로212번길 11,421816,14437,,,,126.783745323228,37.5270649402932,583,370.3435960750196
MA010120220801985426,영국빵집,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190830,오정동,4119011700,오정동,4119011700105720000,1,대지,572,,경기도 부천시 오정동 572,411904358328,경기도 부천시 오정로232번길,50,,4119910100105720000009794,오정종합시장,경기도 부천시 오정로232번길 50,421815,14437,,1,,126.786552773583,37.5269586664087,583,288.5681563884607
MA010120220805350705,스마일찹쌀꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,G46323,"빵류, 과자류, 당류, 초콜릿 도매업",41,경기도,41190,부천시,41190830,오정동,4119011700,오정동,4119011700101920006,1,대지,192,6,경기도 부천시 오정동 192-6,411903000015,경기도 부천시 오정로,252,,4119910100101920006035889,우암빌딩,경기도 부천시 오정로 252,421817,14436,,1,,126.786779162121,37.5297451807774,583,30.20516945682016
MA010120220809149235,청담페스틴팩토리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190830,오정동,4119011700,오정동,4119011700107390008,1,대지,739,8,경기도 부천시 오정동 739-8,411904358090,경기도 부천시 산업로104번길,14,,4119910100107390008048330,,경기도 부천시 산업로104번길 14,421170,14402,,4,,126.78403324258,37.5330237224636,583,444.501656234534
MA010120220813024892,헤이데이,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190830,오정동,4119011700,오정동,4119011700107260000,1,대지,726,,경기도 부천시 오정동 726,411903000015,경기도 부천시 오정로,253,,4119910100107260000036955,오정휴먼시아,경기도 부천시 오정로 253,421754,14442,,1,,126.788197065525,37.5316158644807,583,272.0799820701565
MA010120220803298105,명랑핫도그,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41830,양평군,41830250,양평읍,4183025021,양평읍,4183025021101950009,1,대지,195,9,경기도 양평군 양평읍 양근리 195-9,418303217038,경기도 양평군 양평읍 시민로,28,,4183025021101950009019402,,경기도 양평군 양평읍 시민로 28,476802,12561,,,,127.49478093755,37.4899325993173,584,88.32000879526991
MA010120220803336199,방아소리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41830,양평군,41830250,양평읍,4183025025,양평읍,4183025025104410008,1,대지,441,8,경기도 양평군 양평읍 공흥리 441-8,418303217007,경기도 양평군 양평읍 남북로,77,,4183025025104410034026079,,경기도 양평군 양평읍 남북로 77,476801,12561,,1,,127.501567922765,37.489637037184,584,513.8623994145391
MA010120220803850698,와플대학양평캠퍼스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41830,양평군,41830250,양평읍,4183025021,양평읍,4183025021104100014,1,대지,410,14,경기도 양평군 양평읍 양근리 410-14,418304451924,경기도 양평군 양평읍 양평시장길,25,,4183025021104100014018692,,경기도 양평군 양평읍 양평시장길 25,476802,12556,,,,127.490873610475,37.4908078965881,584,439.7458161745917
MA010120220807494167,뚜레쥬르양평공흥점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41830,양평군,41830250,양평읍,4183025025,양평읍,4183025025104630008,1,대지,463,8,경기도 양평군 양평읍 공흥리 463-8,418303217038,경기도 양평군 양평읍 시민로,68,,4183025025104630008019054,,경기도 양평군 양평읍 시민로 68,476801,12561,,1,,127.49920827824,37.4907624214847,584,313.30610334960534
MA010120220808368058,던킨도너츠양평,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41830,양평군,41830250,양평읍,4183025021,양평읍,4183025021104010013,1,대지,401,13,경기도 양평군 양평읍 양근리 401-13,418304451961,경기도 양평군 양평읍 역전길,8,,4183025021104010013018709,,경기도 양평군 양평읍 역전길 8,476802,12556,,,,127.48942089091,37.4915765570197,584,584.7893392632127
MA010120220809883295,도담도담식빵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41830,양평군,41830250,양평읍,4183025021,양평읍,4183025021101410002,1,대지,141,2,경기도 양평군 양평읍 양근리 141-2,418304451115,경기도 양평군 양평읍 관문길,68,4,4183025021101410002000001,,경기도 양평군 양평읍 관문길 68-4,476802,12552,,,,127.492246363462,37.4951660236619,584,646.9863897976143
MA010120220809906923,다원잔기지떡,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41830,양평군,41830250,양평읍,4183025021,양평읍,4183025021101920148,1,대지,192,148,경기도 양평군 양평읍 양근리 192-148,418304451768,경기도 양평군 양평읍 시민로20번길,34,,4183025021101920148019165,,경기도 양평군 양평읍 시민로20번길 34,476802,12562,,,,127.495521860831,37.4873766940474,584,299.44859114129366
MA010120220810133404,스마일꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41830,양평군,41830250,양평읍,4183025021,양평읍,4183025021102900001,1,대지,290,1,경기도 양평군 양평읍 양근리 290-1,418303217015,경기도 양평군 양평읍 양근로,198,,4183025021102900001016973,,경기도 양평군 양평읍 양근로 198,476802,12555,,1,,127.491076669323,37.4892138579787,584,424.57594348956735
MA010120220810249958,빵긋빵긋,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41830,양평군,41830250,양평읍,4183025021,양평읍,4183025021104210003,1,대지,421,3,경기도 양평군 양평읍 양근리 421-3,418304451924,경기도 양평군 양평읍 양평시장길,31,,4183025021104210003018611,,경기도 양평군 양평읍 양평시장길 31,476802,12556,,,,127.490238822373,37.4910304296411,584,499.60033684707616
MA010120220810345733,쿠잉데이,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41830,양평군,41830250,양평읍,4183025025,양평읍,4183025025103550000,1,대지,355,,경기도 양평군 양평읍 공흥리 355,418304451493,경기도 양평군 양평읍 백운길,12,,4183025025103550000000001,,경기도 양평군 양평읍 백운길 12,476801,12550,,1,,127.505922165603,37.4929893272764,584,953.1116207785559
MA010120220801308953,에센브르제과,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41450,하남시,41450550,덕풍2동,4145010800,덕풍동,4145010800103260023,1,대지,326,23,경기도 하남시 덕풍동 326-23,414503202030,경기도 하남시 수리북로,25,,4145010800103260023006065,,경기도 하남시 수리북로 25,465802,12971,,1,,127.202859194731,37.5418828674981,586,307.69853744339633
MA010120220801552008,몽블랑,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41450,하남시,41450520,신장1동,4145010600,신장동,4145010600104320032,1,대지,432,32,경기도 하남시 신장동 432-32,414503202048,경기도 하남시 신장로,91,,4145010600104320032004199,,경기도 하남시 신장로 91,465820,12964,,,,127.207609842729,37.536733743881,586,949.7043219389752
MA010120220801554115,박아저씨베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41450,하남시,41450520,신장1동,4145010600,신장동,4145010600104270463,1,대지,427,463,경기도 하남시 신장동 427-463,414504406163,경기도 하남시 신장1로3번길,62,,4145010600104270463003650,,경기도 하남시 신장1로3번길 62,465820,12957,,,,127.205975156635,37.5382996199345,586,728.1765863884592
MA010120220801588488,빵마을,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41450,하남시,41450560,덕풍3동,4145010800,덕풍동,4145010800103910010,1,대지,391,10,경기도 하남시 덕풍동 391-10,414503202030,경기도 하남시 수리북로,6,,4145010800103910010006069,,경기도 하남시 수리북로 6,465013,12969,,,,127.201991875848,37.5404443244962,586,305.13156331893236
MA010120220801588666,파파호두,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41450,하남시,41450520,신장1동,4145010600,신장동,4145010600104150002,1,대지,415,2,경기도 하남시 신장동 415-2,414503202049,경기도 하남시 신평로,87,,4145010600104150002005582,,경기도 하남시 신평로 87,465811,12967,,,,127.206531918471,37.5412858715504,586,637.92697543799
MA010120220803334808,인디오븐신장점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41450,하남시,41450560,덕풍3동,4145010800,덕풍동,4145010800104190023,1,대지,419,23,경기도 하남시 덕풍동 419-23,414503202048,경기도 하남시 신장로,132,,4145010800104190023004533,,경기도 하남시 신장로 132,465013,12968,,1,,127.20368776908,37.538455419208,586,567.624313266892
MA010120220803435658,솔온,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41450,하남시,41450550,덕풍2동,4145010800,덕풍동,4145010800103480004,1,대지,348,4,경기도 하남시 덕풍동 348-4,414503202014,경기도 하남시 덕풍공원로,19,1,4145010800103480004009013,,경기도 하남시 덕풍공원로 19-1,465807,12974,,2,,127.198519070044,37.5413939495944,586,124.31528178409775
MA010120220801614409,빵/도넛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120250005,1,대지,2025,5,경기도 김포시 장기동 2025-5,415703209168,경기도 김포시 태장로,784,,4157010400120250005000001,,경기도 김포시 태장로 784,415060,10090,,1,,126.67956390464,37.6390413057129,588,419.29767665162393
MA010120220804453745,비스코티하우스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120310000,1,대지,2031,,경기도 김포시 장기동 2031,415703209022,경기도 김포시 김포한강2로,41,,4157010400120310000000001,E편한세상캐널시티,경기도 김포시 김포한강2로 41,415060,10090,,1,,126.677587210222,37.6412536578799,588,608.4491181603215
MA010120220805929661,디저트39김포라베니체점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120730005,1,대지,2073,5,경기도 김포시 장기동 2073-5,415703209168,경기도 김포시 태장로,820,26,4157010400120730005000001,,경기도 김포시 태장로 820-26,415060,10089,,1,,126.676818242684,37.6379743846577,588,244.27357526955961
MA010120220806157617,안녕달콤씨,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400122020000,1,대지,2202,,경기도 김포시 장기동 2202,415703209168,경기도 김포시 태장로,823,,4157010500100820000023619,,경기도 김포시 태장로 823,415060,10091,,,,126.680557168512,37.6354123535401,588,303.3737764873409
MA010120220806367611,엄마의거리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120110001,1,대지,2011,1,경기도 김포시 장기동 2011-1,415704427682,경기도 김포시 태장로795번길,143,,4157010400120110001000001,,경기도 김포시 태장로795번길 143,415060,10090,,1,,126.683892416752,37.6403060341569,588,777.6676997902582
MA010120220806453867,디쎄,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120310000,1,대지,2031,,경기도 김포시 장기동 2031,415703209022,경기도 김포시 김포한강2로,41,,4157010400120310000000001,E편한세상캐널시티,경기도 김포시 김포한강2로 41,415060,10090,,1,,126.677587210222,37.6412536578799,588,608.4491181603215
MA010120220807024702,샌두,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120180002,1,대지,2018,2,경기도 김포시 장기동 2018-2,415704427667,경기도 김포시 김포한강2로23번길,10,,4157010400120180002000001,라베니체마치에비뉴Ⅰ,경기도 김포시 김포한강2로23번길 10,415060,10090,,,,126.678549160905,37.6419582117407,588,696.5986376928633
MA010120220807566280,산토리니의아침김포,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120580001,1,대지,2058,1,경기도 김포시 장기동 2058-1,415703209022,경기도 김포시 김포한강2로,113,,4157010400120290000000001,한강신도시초당마을중흥에스-클래스리버티,경기도 김포시 김포한강2로 113,415799,10087,,1,,126.668462487966,37.6376461071048,588,791.877533178549
MA010120220807984222,파티피플,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120260005,1,대지,2026,5,경기도 김포시 장기동 2026-5,415704427667,경기도 김포시 김포한강2로23번길,74,,4157010400120260005000001,,경기도 김포시 김포한강2로23번길 74,415060,10090,,,,126.678995270205,37.639161080405,588,408.40197303894286
MA010120220800843364,부천컵케익,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190742,신중동,4119010800,중동,4119010800111660000,1,대지,1166,,경기도 부천시 중동 1166,411904352262,경기도 부천시 석천로183번길,43,,4119510800111660000034773,현대프라자,경기도 부천시 석천로183번길 43,420852,14546,,1,,126.760345880747,37.5040165227032,589,650.4966351471841
MA010120220800943217,빚은,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900105390001,1,대지,539,1,경기도 부천시 상동 539-1,411902000015,경기도 부천시 송내대로,239,,4119510900105390001046375,소풍(부천터미널),경기도 부천시 송내대로 239,420864,14545,,1,,126.75669087581,37.5041312820545,589,387.03325507215095
MA010120220801203848,까레몽베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900105440006,1,대지,544,6,경기도 부천시 상동 544-6,411903184004,경기도 부천시 상동로,81,,4119510900105440006033180,센타프라자,경기도 부천시 상동로 81,420864,14544,,,,126.752362846459,37.5045902237137,589,276.7163389844584
MA010120220801992813,뚜레쥬르,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190742,신중동,4119010800,중동,4119010800110310003,1,대지,1031,3,경기도 부천시 중동 1031-3,411903000065,경기도 부천시 길주로,183,,4119510800110310003000001,영라이프빌딩,경기도 부천시 길주로 183,420847,14537,,,,126.762937950669,37.5052600931458,589,819.515689293832
MA010120220802016709,코코호도,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900105330008,1,대지,533,8,경기도 부천시 상동 533-8,411904352242,경기도 부천시 상동로117번길,31,,4119510900105330008033753,대림타운,경기도 부천시 상동로117번길 31,420861,14543,,1,,126.751702109831,37.5075926895661,589,209.61954940972058
MA010120220802018533,달콤한오후,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190742,신중동,4119010800,중동,4119010800111680002,1,대지,1168,2,경기도 부천시 중동 1168-2,411903184007,경기도 부천시 소향로,117,,4119510800111680002045845,베네피아오피스텔,경기도 부천시 소향로 117,420852,14546,,1,,126.760776197437,37.5026154263089,589,766.9482146238445
MA010120220802045390,던킨도너츠중앙공원점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190742,신중동,4119010800,중동,4119010800111610003,1,대지,1161,3,경기도 부천시 중동 1161-3,411903184007,경기도 부천시 소향로,131,,4119510800111610003043203,일신빌딩,경기도 부천시 소향로 131,420852,14546,,,,126.762340235804,37.5024155767496,589,892.7335906205446
MA010120220800943217,빚은,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900105390001,1,대지,539,1,경기도 부천시 상동 539-1,411902000015,경기도 부천시 송내대로,239,,4119510900105390001046375,소풍(부천터미널),경기도 부천시 송내대로 239,420864,14545,,1,,126.75669087581,37.5041312820545,590,961.483999307173
MA010120220801203848,까레몽베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900105440006,1,대지,544,6,경기도 부천시 상동 544-6,411903184004,경기도 부천시 상동로,81,,4119510900105440006033180,센타프라자,경기도 부천시 상동로 81,420864,14544,,,,126.752362846459,37.5045902237137,590,893.0842632423725
MA010120220802016709,코코호도,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900105330008,1,대지,533,8,경기도 부천시 상동 533-8,411904352242,경기도 부천시 상동로117번길,31,,4119510900105330008033753,대림타운,경기도 부천시 상동로117번길 31,420861,14543,,1,,126.751702109831,37.5075926895661,590,584.0825297076759
MA010120220802281568,뚜레쥬르상동역점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900105330011,1,대지,533,11,경기도 부천시 상동 533-11,411904352032,경기도 부천시 길주로77번길,61,,4119510900105330011033755,부건프라자,경기도 부천시 길주로77번길 61,420861,14543,,1,,126.752359349799,37.5075185410133,590,574.3936846247798
MA010120220803291445,앤티앤스프레즐,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900105390001,1,대지,539,1,경기도 부천시 상동 539-1,411902000015,경기도 부천시 송내대로,239,,4119510900105390001046375,소풍(부천터미널),경기도 부천시 송내대로 239,420864,14545,,5,,126.75669087581,37.5041312820545,590,961.483999307173
MA010120220803347756,더베이크,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190744,상동,4119010900,상동,4119010900106330000,1,대지,633,,경기도 부천시 상동 633,411903000065,경기도 부천시 길주로,104,,4119510900106330000000001,상동역,경기도 부천시 길주로 104,420030,14545,,,,126.753168402988,37.5057971027907,590,750.6256631120591
MA010120220801980437,케익나라빵마을,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190606,부천동,4119010300,춘의동,4119010300101350001,1,대지,135,1,경기도 부천시 춘의동 135-1,411903184003,경기도 부천시 부천로,229,7,4119510300101350001000487,,경기도 부천시 부천로 229-7,420804,14529,,,,126.786634860018,37.5044246574867,591,628.4600362097704
MA010120220802021912,뚜레쥬르부천중흥,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190742,신중동,4119010800,중동,4119010800110580001,1,대지,1058,1,경기도 부천시 중동 1058-1,411903000065,경기도 부천시 길주로,273,,4119510800110580001045218,신명타운,경기도 부천시 길주로 273,420849,14539,,,,126.77282139392,37.5039755990565,591,764.7348362778474
MA010120220802035303,롤링핀부천,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41190,부천시,41190742,신중동,4119010800,중동,4119010800111430004,1,대지,1143,4,경기도 부천시 중동 1143-4,411904352521,경기도 부천시 중동로254번길,90,,4119510800111430004000002,부천시공영노외주차장(4호),경기도 부천시 중동로254번길 90,420852,14548,,1,,126.773687696561,37.5014887308569,591,874.5054402178964
